Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:
"2,6-[(CH3)3C]2-4-C6H5CH2C6H2OH",CC(C)(C)c1cc(Cc2ccccc2)cc(C(C)(C)C)c1O,tert-RO2*,-$18.90,22.70,35000.00,400.00,339.70,Phenol,Hydrogen Abstraction,,54,3.3 Table
"2,6-[(CH3)3C]2-4-(CH3)3COC6H2OH",CC(C)(C)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$37.70,14.60,400000.00,400.00,331.30,Phenol,Hydrogen Abstraction,,55,3.3 Table
"2,6-[(CH3)3C]2-4-(CH3)3COC6H2OH",CC(C)(C)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$34.20,16.10,250000.00,400.00,331.30,Phenol,Hydrogen Abstraction,,55,3.3 Table
"2,6-[(CH3)3C]2-4-(CH3)3COC6H2OH",CC(C)(C)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$27.30,19.00,110000.00,400.00,331.30,Phenol,Hydrogen Abstraction,,55,3.3 Table
"2,6-[(CH3)3C]2-4-CH3OC6H2OH",COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$38.30,14.40,420000.00,400.00,330.70,Phenol,Hydrogen Abstraction,,62,3.3 Table
"2,6-[(CH3)3C]2-4-CH3OC6H2OH",COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$34.80,15.80,280000.00,400.00,330.70,Phenol,Hydrogen Abstraction,,62,3.3 Table
"2,6-[(CH3)3C]2-4-CH3OC6H2OH",COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$27.90,18.70,120000.00,400.00,330.70,Phenol,Hydrogen Abstraction,,62,3.3 Table
"2,6-[(CH3)3C]2-4-CH3C6H2OH",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,RO2*,-$30.00,17.80,150000.00,400.00,339.00,Phenol,Hydrogen Abstraction,,64,3.3 Table
"2,6-[(CH3)3C]2-4-CH3C6H2OH",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$26.50,19.30,97000.00,400.00,339.00,Phenol,Hydrogen Abstraction,,64,3.3 Table
"2,6-[(CH3)3C]2-4-CH3C6H2OH",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$19.60,22.40,38000.00,400.00,339.00,Phenol,Hydrogen Abstraction,,64,3.3 Table
"2,6-[(CH3)3C]2-4-NO2C6H2OH",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,RO2*,-$11.00,26.40,11000.00,400.00,358.00,Phenol,Hydrogen Abstraction,,68,3.3 Table
"2,6-[(CH3)3C]2-4-NO2C6H2OH",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,sec-RO2*,-$7.50,28.10,6800.00,400.00,358.00,Phenol,Hydrogen Abstraction,,68,3.3 Table
"2,6-[(CH3)3C]2-4-NO2C6H2OH",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,tert-RO2*,-$0.60,31.40,2500.00,400.00,358.00,Phenol,Hydrogen Abstraction,,68,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5C6H2OH",CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,RO2*,-$31.30,17.30,180000.00,400.00,337.70,Phenol,Hydrogen Abstraction,,70,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5C6H2OH",CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,sec-RO2*,-$27.80,18.80,110000.00,400.00,337.70,Phenol,Hydrogen Abstraction,,70,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5C6H2OH",CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,tert-RO2*,-$20.90,21.80,46000.00,400.00,337.70,Phenol,Hydrogen Abstraction,,70,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5SC6H2OH",CC(C)(C)c1cc(Sc2ccccc2)cc(C(C)(C)C)c1O,RO2*,-$22.60,21.10,56000.00,400.00,346.40,Phenol,Hydrogen Abstraction,,73,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5SC6H2OH",CC(C)(C)c1cc(Sc2ccccc2)cc(C(C)(C)C)c1O,sec-RO2*,-$19.10,22.60,36000.00,400.00,346.40,Phenol,Hydrogen Abstraction,,73,3.3 Table
"2,6-[(CH3)3C]2-4-C6H5SC6H2OH",CC(C)(C)c1cc(Sc2ccccc2)cc(C(C)(C)C)c1O,tert-RO2*,-$12.20,25.80,14000.00,400.00,346.40,Phenol,Hydrogen Abstraction,,73,3.3 Table
"2,6-(C6H5)2-4-NH2CH2C6H2OH",NCc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$46.10,11.30,1100.00,400.00,322.90,Phenol,Hydrogen Abstraction,,89,3.3 Table
"2,6-(C6H5)2-4-NH2CH2C6H2OH",NCc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$42.60,12.60,720000.00,400.00,322.90,Phenol,Hydrogen Abstraction,,89,3.3 Table
"2,6-(C6H5)2-4-NH2CH2C6H2OH",NCc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$35.70,15.40,310000.00,400.00,322.90,Phenol,Hydrogen Abstraction,,89,3.3 Table
"2,6-(C6H5)2-4-HOOCCH2C6H2OH",O=C(O)Cc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$43.10,12.40,770000.00,400.00,325.90,Phenol,Hydrogen Abstraction,,91,3.3 Table
"2,6-(C6H5)2-4-HOOCCH2C6H2OH",O=C(O)Cc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$39.60,13.80,500000.00,400.00,325.90,Phenol,Hydrogen Abstraction,,91,3.3 Table
"2,6-(C6H5)2-4-HOOCCH2C6H2OH",O=C(O)Cc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$32.70,16.80,200000.00,400.00,325.90,Phenol,Hydrogen Abstraction,,91,3.3 Table
"2,6-(C6H5)2-4-CH3SC6H2OH",CSc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$28.60,18.40,130000.00,400.00,340.40,Phenol,Hydrogen Abstraction,,94,3.3 Table
"2,6-(C6H5)2-4-CH3SC6H2OH",CSc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$25.10,19.90,81000.00,400.00,340.40,Phenol,Hydrogen Abstraction,,94,3.3 Table
"2,6-(C6H5)2-4-CH3SC6H2OH",CSc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$18.20,23.00,32000.00,400.00,340.40,Phenol,Hydrogen Abstraction,,94,3.3 Table
"2,6-(C6H5)2-4-CH3OC6H2OH",COc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,RO2*,-$41.00,13.30,590000.00,400.00,328.00,Phenol,Hydrogen Abstraction,,95,3.3 Table
"2,6-(C6H5)2-4-CH3OC6H2OH",COc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,sec-RO2*,-$37.50,14.70,380000.00,400.00,328.00,Phenol,Hydrogen Abstraction,,95,3.3 Table
"2,6-(C6H5)2-4-CH3OC6H2OH",COc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,tert-RO2*,-$30.60,17.60,160000.00,400.00,328.00,Phenol,Hydrogen Abstraction,,95,3.3 Table
"Si[2,6-[(CH3)3C]2-4-CH2CH2OC6H2OH]4",CC(C)(C)c1cc(CCO[Si](OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)(OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,RO2*,-$28.10,18.60,480000.00,400.00,340.90,Phenol,Hydrogen Abstraction,,122,3.3 Table
"Si[2,6-[(CH3)3C]2-4-CH2CH2OC6H2OH]4",CC(C)(C)c1cc(CCO[Si](OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)(OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,sec-RO2*,-$24.60,20.20,300000.00,400.00,340.90,Phenol,Hydrogen Abstraction,,122,3.3 Table
"Si[2,6-[(CH3)3C]2-4-CH2CH2OC6H2OH]4",CC(C)(C)c1cc(CCO[Si](OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)(OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)OCCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,tert-RO2*,-$17.70,23.30,120000.00,400.00,340.90,Phenol,Hydrogen Abstraction,,122,3.3 Table
"4,4'-CH2SCH2-[2,6-[(CH3)3C]2C6H2OH",CC(C)(C)c1cc(CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,RO2*,-$29.10,18.20,260000.00,400.00,339.90,Phenol,Hydrogen Abstraction,,123,3.3 Table
"4,4'-CH2SCH2-[2,6-[(CH3)3C]2C6H2OH",CC(C)(C)c1cc(CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,sec-RO2*,-$25.60,19.70,170000.00,400.00,339.90,Phenol,Hydrogen Abstraction,,123,3.3 Table
"4,4'-CH2SCH2-[2,6-[(CH3)3C]2C6H2OH",CC(C)(C)c1cc(CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,tert-RO2*,-$18.70,22.80,72000.00,400.00,339.90,Phenol,Hydrogen Abstraction,,123,3.3 Table
"2,2'-SS-[4-CH3-6-CH3(C6H5)CHC6H2OH]2",Cc1cc(SSc2cc(C)cc(C(C)c3ccccc3)c2O)c(O)c(C(C)c2ccccc2)c1,RO2*,-$33.80,16.20,250000.00,400.00,335.20,Phenol,Hydrogen Abstraction,,124,3.3 Table
"2,2'-SS-[4-CH3-6-CH3(C6H5)CHC6H2OH]2",Cc1cc(SSc2cc(C)cc(C(C)c3ccccc3)c2O)c(O)c(C(C)c2ccccc2)c1,sec-RO2*,-$30.30,17.70,160000.00,400.00,335.20,Phenol,Hydrogen Abstraction,,124,3.3 Table
"2,2'-SS-[4-CH3-6-CH3(C6H5)CHC6H2OH]2",Cc1cc(SSc2cc(C)cc(C(C)c3ccccc3)c2O)c(O)c(C(C)c2ccccc2)c1,tert-RO2*,-$23.40,20.70,63000.00,400.00,335.20,Phenol,Hydrogen Abstraction,,124,3.3 Table
Indophenol,O=C1C=CC=CC1=Nc1ccc(O)cc1,RO2*,-$42.00,12.90,660000.00,400.00,327.00,Phenol,Hydrogen Abstraction,,126,3.3 Table
Indophenol,O=C1C=CC=CC1=Nc1ccc(O)cc1,sec-RO2*,-$38.50,14.30,430000.00,400.00,327.00,Phenol,Hydrogen Abstraction,,126,3.3 Table
Indophenol,O=C1C=CC=CC1=Nc1ccc(O)cc1,tert-RO2*,-$31.60,17.10,190000.00,400.00,327.00,Phenol,Hydrogen Abstraction,,126,3.3 Table
2-HOC6H4OH,Oc1ccccc1O,RO2*,-$31.00,11.00,1200000.00,400.00,338.00,Phenol,Hydrogen Abstraction,,3,3.2 Table
2-HOC6H4OH,Oc1ccccc1O,sec-RO2*,-$27.50,12.50,750000.00,400.00,338.00,Phenol,Hydrogen Abstraction,,3,3.2 Table
2-HOC6H4OH,Oc1ccccc1O,tert-RO2*,-$20.60,15.50,300000.00,400.00,338.00,Phenol,Hydrogen Abstraction,,3,3.2 Table
2-HO-4-(CH3)3CC6H3OH,CC(C)(C)c1ccc(O)c(O)c1,RO2*,-$26.60,12.90,660000.00,400.00,342.40,Phenol,Hydrogen Abstraction,,4,3.2 Table
2-HO-4-(CH3)3CC6H3OH,CC(C)(C)c1ccc(O)c(O)c1,sec-RO2*,-$23.10,14.40,420000.00,400.00,342.40,Phenol,Hydrogen Abstraction,,4,3.2 Table
2-HO-4-(CH3)3CC6H3OH,CC(C)(C)c1ccc(O)c(O)c1,tert-RO2*,-$16.20,17.50,170000.00,400.00,342.40,Phenol,Hydrogen Abstraction,,4,3.2 Table
4-CH3C6H4OH,Cc1ccc(O)cc1,RO2*,-$11.20,19.80,83000.00,400.00,357.80,Phenol,Hydrogen Abstraction,,9,3.2 Table
4-CH3C6H4OH,Cc1ccc(O)cc1,sec-RO2*,-$7.70,21.40,51000.00,400.00,357.80,Phenol,Hydrogen Abstraction,,9,3.2 Table
4-CH3C6H4OH,Cc1ccc(O)cc1,tert-RO2*,-$0.80,24.80,18000.00,400.00,357.80,Phenol,Hydrogen Abstraction,,9,3.2 Table
(CH3)3C6(OH)(CH2)3O,CC(C)(C)c1c(O)ccc2c1CCCCO2,RO2*,-$40.20,7.30,3600000.00,400.00,328.80,Phenol,Hydrogen Abstraction,,10,3.2 Table
(CH3)3C6(OH)(CH2)3O,CC(C)(C)c1c(O)ccc2c1CCCCO2,sec-RO2*,-$36.70,8.70,2300000.00,400.00,328.80,Phenol,Hydrogen Abstraction,,10,3.2 Table
(CH3)3C6(OH)(CH2)3O,CC(C)(C)c1c(O)ccc2c1CCCCO2,tert-RO2*,-$29.80,11.50,1000000.00,400.00,328.80,Phenol,Hydrogen Abstraction,,10,3.2 Table
(CH3)3C6(OH)CH2CH(CH3)O,CC1Cc2c(ccc(O)c2C(C)(C)C)O1,RO2*,-$44.60,5.60,5900000.00,400.00,324.40,Phenol,Hydrogen Abstraction,,20,3.2 Table
(CH3)3C6(OH)CH2CH(CH3)O,CC1Cc2c(ccc(O)c2C(C)(C)C)O1,sec-RO2*,-$41.10,7.00,3900000.00,400.00,324.40,Phenol,Hydrogen Abstraction,,20,3.2 Table
(CH3)3C6(OH)CH2CH(CH3)O,CC1Cc2c(ccc(O)c2C(C)(C)C)O1,tert-RO2*,-$34.20,9.70,1700000.00,400.00,324.40,Phenol,Hydrogen Abstraction,,20,3.2 Table
1-HOC13H9,Oc1cccc2c1Cc1ccccc1-2,RO2*,-$32.70,10.30,1400000.00,400.00,336.30,Phenol,Hydrogen Abstraction,,25,3.2 Table
1-HOC13H9,Oc1cccc2c1Cc1ccccc1-2,sec-RO2*,-$29.20,11.80,920000.00,400.00,336.30,Phenol,Hydrogen Abstraction,,25,3.2 Table
1-HOC13H9,Oc1cccc2c1Cc1ccccc1-2,tert-RO2*,-$22.30,14.70,380000.00,400.00,336.30,Phenol,Hydrogen Abstraction,,25,3.2 Table
1-HOC10H7,Oc1cccc2ccccc12,RO2*,-$27.60,12.40,770000.00,400.00,341.40,Phenol,Hydrogen Abstraction,,29,3.2 Table
1-HOC10H7,Oc1cccc2ccccc12,sec-RO2*,-$24.10,13.90,490000.00,400.00,341.40,Phenol,Hydrogen Abstraction,,29,3.2 Table
1-HOC10H7,Oc1cccc2ccccc12,tert-RO2*,-$17.20,17.00,190000.00,400.00,341.40,Phenol,Hydrogen Abstraction,,29,3.2 Table
2-HOC10H7,Oc1ccc2ccccc2c1,RO2*,-$17.20,17.00,190000.00,400.00,351.80,Phenol,Hydrogen Abstraction,,30,3.2 Table
2-HOC10H7,Oc1ccc2ccccc2c1,sec-RO2*,-$13.70,18.60,120000.00,400.00,351.80,Phenol,Hydrogen Abstraction,,30,3.2 Table
2-HOC10H7,Oc1ccc2ccccc2c1,tert-RO2*,-$6.80,21.90,44000.00,400.00,351.80,Phenol,Hydrogen Abstraction,,30,3.2 Table
1-HOC14H9,Oc1cccc2c1ccc1ccccc12,RO2*,-$16.30,17.40,170000.00,400.00,352.70,Phenol,Hydrogen Abstraction,,32,3.2 Table
1-HOC14H9,Oc1cccc2c1ccc1ccccc12,sec-RO2*,-$12.80,19.00,110000.00,400.00,352.70,Phenol,Hydrogen Abstraction,,32,3.2 Table
1-HOC14H9,Oc1cccc2c1ccc1ccccc12,tert-RO2*,-$5.90,22.30,39000.00,400.00,352.70,Phenol,Hydrogen Abstraction,,32,3.2 Table
C6H5OH,Oc1ccccc1,RO2*,-$2.00,24.20,22000.00,400.00,367.00,Phenol,Hydrogen Abstraction,,36,3.2 Table
C6H5OH,Oc1ccccc1,sec-RO2*,$1.50,25.90,13000.00,400.00,367.00,Phenol,Hydrogen Abstraction,,36,3.2 Table
C6H5OH,Oc1ccccc1,tert-RO2*,$8.40,29.50,4500.00,400.00,367.00,Phenol,Hydrogen Abstraction,,36,3.2 Table
4-CH3COC6H4OH,CC(=O)c1ccc(O)cc1,RO2*,$0.50,25.40,15000.00,400.00,369.50,Phenol,Hydrogen Abstraction,,38,3.2 Table
4-CH3COC6H4OH,CC(=O)c1ccc(O)cc1,sec-RO2*,$4.00,27.20,9000.00,400.00,369.50,Phenol,Hydrogen Abstraction,,38,3.2 Table
4-CH3COC6H4OH,CC(=O)c1ccc(O)cc1,tert-RO2*,$10.90,30.80,3000.00,400.00,369.50,Phenol,Hydrogen Abstraction,,38,3.2 Table
4-NH2C6H4OH,Nc1ccc(O)cc1,RO2*,-$14.30,18.30,130000.00,400.00,354.70,Phenol,Hydrogen Abstraction,,40,3.2 Table
4-NH2C6H4OH,Nc1ccc(O)cc1,sec-RO2*,-$10.80,20.00,78000.00,400.00,354.70,Phenol,Hydrogen Abstraction,,40,3.2 Table
4-NH2C6H4OH,Nc1ccc(O)cc1,tert-RO2*,-$3.90,23.30,29000.00,400.00,354.70,Phenol,Hydrogen Abstraction,,40,3.2 Table
4-C6H5CH2OC6H4OH,Oc1ccc(OCc2ccccc2)cc1,RO2*,-$21.50,15.10,340000.00,400.00,347.50,Phenol,Hydrogen Abstraction,,41,3.2 Table
4-C6H5CH2OC6H4OH,Oc1ccc(OCc2ccccc2)cc1,sec-RO2*,-$18.00,16.60,220000.00,400.00,347.50,Phenol,Hydrogen Abstraction,,41,3.2 Table
4-C6H5CH2OC6H4OH,Oc1ccc(OCc2ccccc2)cc1,tert-RO2*,-$11.10,19.80,83000.00,400.00,347.50,Phenol,Hydrogen Abstraction,,41,3.2 Table
4-CH3(CH2)3OC6H4OH,CCCCOc1ccc(O)cc1,RO2*,-$23.20,14.30,430000.00,400.00,345.80,Phenol,Hydrogen Abstraction,,44,3.2 Table
4-CH3(CH2)3OC6H4OH,CCCCOc1ccc(O)cc1,sec-RO2*,-$19.70,15.90,270000.00,400.00,345.80,Phenol,Hydrogen Abstraction,,44,3.2 Table
4-CH3(CH2)3OC6H4OH,CCCCOc1ccc(O)cc1,tert-RO2*,-$12.80,19.00,110000.00,400.00,345.80,Phenol,Hydrogen Abstraction,,44,3.2 Table
4-(CH3)3CC6H4OH,CC(C)(C)c1ccc(O)cc1,RO2*,-$12.10,19.30,97000.00,400.00,356.90,Phenol,Hydrogen Abstraction,,46,3.2 Table
4-(CH3)3CC6H4OH,CC(C)(C)c1ccc(O)cc1,sec-RO2*,-$8.60,21.00,58000.00,400.00,356.90,Phenol,Hydrogen Abstraction,,46,3.2 Table
4-(CH3)3CC6H4OH,CC(C)(C)c1ccc(O)cc1,tert-RO2*,-$1.70,24.30,21000.00,400.00,356.90,Phenol,Hydrogen Abstraction,,46,3.2 Table
"2,4-[(CH3)3C]2C6H3OH",CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,RO2*,-$11.50,19.60,88000.00,400.00,357.50,Phenol,Hydrogen Abstraction,,47,3.2 Table
"2,4-[(CH3)3C]2C6H3OH",CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,sec-RO2*,-$8.00,21.30,53000.00,400.00,357.50,Phenol,Hydrogen Abstraction,,47,3.2 Table
"2,4-[(CH3)3C]2C6H3OH",CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,tert-RO2*,-$1.10,24.60,20000.00,400.00,357.50,Phenol,Hydrogen Abstraction,,47,3.2 Table
"2-(CH3)3C-4,6-(CH3)2C6H2OH",Cc1cc(C)c(O)c(C(C)(C)C)c1,RO2*,-$15.20,17.90,150000.00,400.00,353.80,Phenol,Hydrogen Abstraction,,74,3.2 Table
"2-(CH3)3C-4,6-(CH3)2C6H2OH",Cc1cc(C)c(O)c(C(C)(C)C)c1,sec-RO2*,-$11.70,19.50,91000.00,400.00,353.80,Phenol,Hydrogen Abstraction,,74,3.2 Table
"2-(CH3)3C-4,6-(CH3)2C6H2OH",Cc1cc(C)c(O)c(C(C)(C)C)c1,tert-RO2*,-$4.80,22.80,34000.00,400.00,353.80,Phenol,Hydrogen Abstraction,,74,3.2 Table
2-(CH3)3C-4-CH3OC6H3OH,COc1ccc(O)c(C(C)(C)C)c1,RO2*,-$27.60,12.40,770000.00,400.00,341.40,Phenol,Hydrogen Abstraction,,75,3.2 Table
2-(CH3)3C-4-CH3OC6H3OH,COc1ccc(O)c(C(C)(C)C)c1,sec-RO2*,-$24.10,13.90,490000.00,400.00,341.40,Phenol,Hydrogen Abstraction,,75,3.2 Table
2-(CH3)3C-4-CH3OC6H3OH,COc1ccc(O)c(C(C)(C)C)c1,tert-RO2*,-$17.20,17.00,190000.00,400.00,341.40,Phenol,Hydrogen Abstraction,,75,3.2 Table
4-CH3OC6H4OH,COc1ccc(O)cc1,RO2*,-$20.00,15.70,290000.00,400.00,349.00,Phenol,Hydrogen Abstraction,,78,3.2 Table
4-CH3OC6H4OH,COc1ccc(O)cc1,sec-RO2*,-$16.50,17.30,180000.00,400.00,349.00,Phenol,Hydrogen Abstraction,,78,3.2 Table
4-CH3OC6H4OH,COc1ccc(O)cc1,tert-RO2*,-$9.60,20.50,67000.00,400.00,349.00,Phenol,Hydrogen Abstraction,,78,3.2 Table
"2,3-(CH3)2C6H3OH",Cc1cccc(O)c1C,RO2*,-$15.50,17.80,150000.00,400.00,353.50,Phenol,Hydrogen Abstraction,,79,3.2 Table
"2,3-(CH3)2C6H3OH",Cc1cccc(O)c1C,sec-RO2*,-$12.00,19.40,94000.00,400.00,353.50,Phenol,Hydrogen Abstraction,,79,3.2 Table
"2,3-(CH3)2C6H3OH",Cc1cccc(O)c1C,tert-RO2*,-$5.10,22.70,35000.00,400.00,353.50,Phenol,Hydrogen Abstraction,,79,3.2 Table
"3,4-(CH3)2C6H3OH",Cc1ccc(O)cc1C,RO2*,-$16.40,17.40,170000.00,400.00,352.60,Phenol,Hydrogen Abstraction,,80,3.2 Table
"3,4-(CH3)2C6H3OH",Cc1ccc(O)cc1C,sec-RO2*,-$12.90,19.00,110000.00,400.00,352.60,Phenol,Hydrogen Abstraction,,80,3.2 Table
"3,4-(CH3)2C6H3OH",Cc1ccc(O)cc1C,tert-RO2*,-$6.00,22.20,40000.00,400.00,352.60,Phenol,Hydrogen Abstraction,,80,3.2 Table
"3,5-(CH3)2C6H3OH",Cc1cc(C)cc(O)c1,RO2*,-$15.00,18.00,140000.00,400.00,354.00,Phenol,Hydrogen Abstraction,,81,3.2 Table
"3,5-(CH3)2C6H3OH",Cc1cc(C)cc(O)c1,sec-RO2*,-$11.50,19.60,88000.00,400.00,354.00,Phenol,Hydrogen Abstraction,,81,3.2 Table
"3,5-(CH3)2C6H3OH",Cc1cc(C)cc(O)c1,tert-RO2*,-$4.60,22.90,33000.00,400.00,354.00,Phenol,Hydrogen Abstraction,,81,3.2 Table
"2,4-(CH3)2C6H3OH",Cc1ccc(O)c(C)c1,RO2*,-$10.50,20.00,78000.00,400.00,358.50,Phenol,Hydrogen Abstraction,,82,3.2 Table
"2,4-(CH3)2C6H3OH",Cc1ccc(O)c(C)c1,sec-RO2*,-$7.00,21.80,46000.00,400.00,358.50,Phenol,Hydrogen Abstraction,,82,3.2 Table
"2,4-(CH3)2C6H3OH",Cc1ccc(O)c(C)c1,tert-RO2*,-$0.10,25.20,16000.00,400.00,358.50,Phenol,Hydrogen Abstraction,,82,3.2 Table
"2,6-(CH3)2C6H3OH",Cc1cccc(C)c1O,RO2*,-$14.10,18.40,130000.00,400.00,354.90,Phenol,Hydrogen Abstraction,,83,3.2 Table
"2,6-(CH3)2C6H3OH",Cc1cccc(C)c1O,sec-RO2*,-$10.60,20.00,78000.00,400.00,354.90,Phenol,Hydrogen Abstraction,,83,3.2 Table
"2,6-(CH3)2C6H3OH",Cc1cccc(C)c1O,tert-RO2*,-$3.70,23.30,29000.00,400.00,354.90,Phenol,Hydrogen Abstraction,,83,3.2 Table
4-(CH3)2NC6H4OH,CN(C)c1ccc(O)cc1,RO2*,-$42.20,6.60,4400000.00,400.00,326.80,Phenol,Hydrogen Abstraction,,85,3.2 Table
4-(CH3)2NC6H4OH,CN(C)c1ccc(O)cc1,sec-RO2*,-$38.70,7.90,3000000.00,400.00,326.80,Phenol,Hydrogen Abstraction,,85,3.2 Table
4-(CH3)2NC6H4OH,CN(C)c1ccc(O)cc1,tert-RO2*,-$31.80,10.70,1300000.00,400.00,326.80,Phenol,Hydrogen Abstraction,,85,3.2 Table
"2,4,6-(CH3)3C6H2OH",Cc1cc(C)c(O)c(C)c1,RO2*,-$22.20,14.80,380000.00,400.00,346.80,Phenol,Hydrogen Abstraction,,110,3.2 Table
"2,4,6-(CH3)3C6H2OH",Cc1cc(C)c(O)c(C)c1,sec-RO2*,-$18.70,16.30,240000.00,400.00,346.80,Phenol,Hydrogen Abstraction,,110,3.2 Table
"2,4,6-(CH3)3C6H2OH",Cc1cc(C)c(O)c(C)c1,tert-RO2*,-$11.80,19.50,91000.00,400.00,346.80,Phenol,Hydrogen Abstraction,,110,3.2 Table
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,RO2*,-$41.30,6.90,4000000.00,400.00,327.70,Phenol,Hydrogen Abstraction,,130,3.2 Table
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,sec-RO2*,-$37.80,8.20,2700000.00,400.00,327.70,Phenol,Hydrogen Abstraction,,130,3.2 Table
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,tert-RO2*,-$30.90,11.00,1200000.00,400.00,327.70,Phenol,Hydrogen Abstraction,,130,3.2 Table
beta-Tocopherol,Cc1cc(O)c(C)c2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,RO2*,-$36.60,8.70,2300000.00,400.00,332.40,Phenol,Hydrogen Abstraction,,131,3.2 Table
beta-Tocopherol,Cc1cc(O)c(C)c2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,sec-RO2*,-$33.10,10.20,1500000.00,400.00,332.40,Phenol,Hydrogen Abstraction,,131,3.2 Table
beta-Tocopherol,Cc1cc(O)c(C)c2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,tert-RO2*,-$26.20,13.00,640000.00,400.00,332.40,Phenol,Hydrogen Abstraction,,131,3.2 Table
delta-Tocopherol,Cc1cc(O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,RO2*,-$52.00,2.90,13000000.00,400.00,317.00,Phenol,Hydrogen Abstraction,,133,3.2 Table
delta-Tocopherol,Cc1cc(O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,sec-RO2*,-$48.50,4.20,9000000.00,400.00,317.00,Phenol,Hydrogen Abstraction,,133,3.2 Table
