Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:
Isobarbiturate ion,O=C1CNC(=O)[N-]C1=O,RO2*,,,47000000.00,298.00,,,,13.00,,Journal Tables 6 and 7
Phenoxide ion,[O-]c1ccccc1,RO2*,,,1000000.00,298.00,,,,12.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,RO2*,,,37000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,RO2*,,,43000000.00,298.00,,,,8.00,,Journal Tables 6 and 7
"Tyrosine, negative ion",N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],RO2*,,,1000000.00,298.00,,,,12.00,,Journal Tables 6 and 7
Urate ion,O=c1[n-]c(=O)c2[nH]c(=O)[nH]c2[nH]1,RO2*,,,8800000.00,298.00,,,,13.00,,Journal Tables 6 and 7
"Xanthine, negative ion",O=c1[n-]c(=O)c2[nH]cnc2[nH]1,RO2*,,,3000000.00,298.00,,,,13.00,,Journal Tables 6 and 7
Bilirubin dianion,C=CC1=C(C)/C(=C/C2=C(C)C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(C)=C(/C=C4\NC(=O)C(C)=C4C=C)N3)N2)NC1=O,RO2*,,,41000000.00,298.00,,,,11.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,sec-RO2*,,,9200000.00,298.00,,,,8.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,RO2*,,,29000000.00,298.00,,,,8.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,tert-RO2*,,,1100000.00,298.00,,,,8.00,,Journal Tables 6 and 7
Urate ion,O=c1[n-]c(=O)c2[nH]c(=O)[nH]c2[nH]1,RO2*,,,290000000.00,298.00,,,,13.00,,Journal Tables 6 and 7
"Xanthine, negative ion",O=c1[n-]c(=O)c2[nH]cnc2[nH]1,RO2*,,,1000000000.00,298.00,,,,13.00,,Journal Tables 6 and 7
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,RO2*,,,500000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,RO2*,,,750000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,RO2*,,,340000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,RO2*,,,54000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,RO2*,,,1100000000.00,298.00,,,,9.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,sec-RO2*,,,2700000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,sec-RO2*,,,100000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,sec-RO2*,,,310000000.00,298.00,,,,5.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,sec-RO2*,,,120000000.00,298.00,,,,5.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,21000000.00,298.00,,,,5.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,450000000.00,298.00,,,,8.00,,Journal Tables 6 and 7
"Iron(III) deuteroporphyrin, dimethyl ester, (2-propanol)2",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3].CC(C)O.CC(C)O,RO2*,,,77000000.00,298.00,,,,3.00,,Journal Tables 6 and 7
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,RO2*,,,44000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
Bilirubin dianion,C=CC1=C(C)/C(=C/C2=C(C)C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(C)=C(/C=C4\NC(=O)C(C)=C4C=C)N3)N2)NC1=O,RO2*,,,150000000.00,298.00,,,,11.00,,Journal Tables 6 and 7
"6-Hydroxy-2,5,7,8-tetramethylchroman-2-carboxylate ion",Cc1c(C)c(O)c2c(c1C)OC(C)(C(=O)[O-])CC2,RO2*,,,16000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,sec-RO2*,,,890000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,sec-RO2*,,,89000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,29000000.00,298.00,,,,6.00,,Journal Tables 6 and 7
Bilirubin dianion,C=CC1=C(C)/C(=C/C2=C(C)C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(C)=C(/C=C4\NC(=O)C(C)=C4C=C)N3)N2)NC1=O,sec-RO2*,,,84000000.00,298.00,,,,11.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,RO2*,,,51000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"Iron(III) deuteroporphyrin, dimethyl ester, (2-propanol)2",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3].CC(C)O.CC(C)O,sec-RO2*,,,90000000.00,298.00,,,,1.00,,Journal Tables 6 and 7
Iron(III) deuteroporphyrin IX (2-propoxy)(2-propanol),CC1=C(CCC(=O)O)c2cc3nc(cc4[n-]c(cc4C)cc4[n-]c(cc1n2)cc4C)C(C)=C3CCC(=O)O.[Fe+3].CC(C)[O-].CC(C)O,sec-RO2*,,,35000000.00,298.00,,,,12.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,sec-RO2*,,,500000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CC[C@]12C,sec-RO2*,,,50000.00,298.00,,,,1.00,,Journal Tables 6 and 7
Cysteine,N[C@@H](CS)C(=O)O,sec-RO2*,,,29000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
Methionine,CSCC[C@H](N)C(=O)O,sec-RO2*,,,1400000.00,298.00,,,,10.00,,Journal Tables 6 and 7
"Metiazic acid, conjugate base",CN1c2ccccc2Sc2cc(CC([O-])=O)ccc21,sec-RO2*,,,1100000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,sec-RO2*,,,240000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,94000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,sec-RO2*,,,92000000.00,298.00,,,,7.00,,Journal Tables 6 and 7
"Tyrosine, negative ion",N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],sec-RO2*,,,120000000.00,298.00,,,,12.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,Ar-O*,,,2500000.00,,,,,7.00,,Journal Tables 6 and 7
Iron(II) ion,[Fe+2],tert-RO2*,,,1700000.00,,,,,1.00,,Journal Tables 6 and 7
"Iron(III) deuteroporphyrin, dimethyl ester, (2-propanol)2",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3].CC(C)O.CC(C)O,tert-RO2*,,,27000000.00,,,,,1.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,tert-RO2*,,,1100000.00,,,,,7.00,,Journal Tables 6 and 7
Linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,tert-RO2*,,,6000.00,,,,,1.00,,Journal Tables 6 and 7
Oleic acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,tert-RO2*,,,3000.00,,,,,1.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,sec-RO2*,,,9000000.00,,,,,7.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,730000000.00,,,,,9.00,,Journal Tables 6 and 7
Linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,sec-RO2*,,,42000000.00,,,,,11.00,,Journal Tables 6 and 7
alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,sec-RO2*,,,1400000000.00,,,,,8.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,sec-RO2*,,,160000000.00,,,,,7.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,sec-RO2*,,,100000000.00,,,,,7.00,,Journal Tables 6 and 7
Norpseudopelletierine N-oxyl,C1CC2CC(=O)CC(C1)N2[O],sec-RO2*,,,31000000.00,,,,,7.00,,Journal Tables 6 and 7
"2,2,6,6-Tetramethylpiperidine-N-oxyl",CC1(C)CCCC(C)(C)N1[O],sec-RO2*,,,13000000.00,,,,,7.00,,Journal Tables 6 and 7
Hydroquinone,Oc1ccc(O)cc1,sec-RO2*,,,100000000.00,,,,,7.00,,Journal Tables 6 and 7
4-Methoxyphenol,COc1ccc(O)cc1,sec-RO2*,,,1300000000.00,,,,,7.00,,Journal Tables 6 and 7
4-Methoxyphenol,COc1ccc(O)cc1,sec-RO2*,,,16000000.00,,,,,12.00,,Journal Tables 6 and 7
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,sec-RO2*,,,1800000000.00,,,,,5.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,sec-RO2*,,,1200000000.00,,,,,5.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,sec-RO2*,,,1400000000.00,,,,,5.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,2000000000.00,,,,,8.00,,Journal Tables 6 and 7
"Iron(III) deuteroporphyrin, dimethyl ester",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3],sec-RO2*,,,230000000.00,,,,,3.00,,Journal Tables 6 and 7
"Iron(III) deuteroporphyrin, dimethyl ester, (2-propanol)2",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3].CC(C)O.CC(C)O,sec-RO2*,,,250000000.00,,,,,12.00,,Journal Tables 6 and 7
"2,3,7,8,12,13,17,18-Octaethylporphinato(carbonyl)cyanoruthenium(II) ion",CCC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC)CC)CC)CC)C(=C3CC)CC)CC.[C-]#[O+].[Ru+2].[C-]#N,sec-RO2*,,,8000.00,,,,,8.00,,Journal Tables 6 and 7
Arachidonic acid,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,sec-RO2*,,,910000000.00,,,,,7.00,,Journal Tables 6 and 7
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,sec-RO2*,,,1900000000.00,,,,,6.00,,Journal Tables 6 and 7
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,sec-RO2*,,,2200000000.00,,,,,11.00,,Journal Tables 6 and 7
beta-Carotene,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,sec-RO2*,,,570000000.00,,,,,5.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,sec-RO2*,,,600000.00,,,,,1.00,,Journal Tables 6 and 7
Cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CC[C@]12C,sec-RO2*,,,100000.00,,,,,7.00,,Journal Tables 6 and 7
2'-Deoxyadenosine 5'-monophosphate,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,sec-RO2*,,,500000.00,,,,,7.00,,Journal Tables 6 and 7
"2,3-Dimethyl-1-phenyl-3-pyrazolin-5-one",CC1=NN(c2ccccc2)C(=O)C1C,sec-RO2*,,,43000000.00,,,,,7.00,,Journal Tables 6 and 7
Ethyl 2-hydroxyethyl sulfide,CCSCCO,sec-RO2*,,,140000000.00,,,,,4.00,,Journal Tables 6 and 7
1-Ethylthio-3-iodopropane,CCSCCI,sec-RO2*,,,3000000.00,,,,,7.00,,Journal Tables 6 and 7
Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,sec-RO2*,,,2500000.00,,,,,7.00,,Journal Tables 6 and 7
Histidine,N[C@@H](Cc1cnc[nH]1)C(=O)O,sec-RO2*,,,10000000.00,,,,,7.00,,Journal Tables 6 and 7
Hydroquinone,Oc1ccc(O)cc1,sec-RO2*,,,600000000.00,,,,,10.00,,Journal Tables 6 and 7
"5-Hydroxytryptophan, conjugate base",N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)[O-],sec-RO2*,,,150000000.00,,,,,7.00,,Journal Tables 6 and 7
Indole,c1ccc2[nH]ccc2c1,sec-RO2*,,,65000000.00,,,,,7.00,,Journal Tables 6 and 7
Linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,sec-RO2*,,,500000.00,,,,,1.00,,Journal Tables 6 and 7
Linolenic acid,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,sec-RO2*,,,1100000.00,,,,,1.00,,Journal Tables 6 and 7
Linolenic acid,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,sec-RO2*,,,29000000.00,,,,,10.00,,Journal Tables 6 and 7
Methionine,CSCC[C@H](N)C(=O)O,sec-RO2*,,,50000000.00,,,,,4.00,,Journal Tables 6 and 7
4-Methoxybenzenethiol,COc1ccc(S)cc1,sec-RO2*,,,820000000.00,,,,,11.00,,Journal Tables 6 and 7
4-Methoxybenzenethiolate ion,COc1ccc([S-])cc1,sec-RO2*,,,3400000.00,,,,,7.00,,Journal Tables 6 and 7
4-Methoxyphenol,COc1ccc(O)cc1,sec-RO2*,,,820000000.00,,,,,11.00,,Journal Tables 6 and 7
Methyl 3-(methylthio)propionate,COC(=O)CCSC,sec-RO2*,,,220000000.00,,,,,11.00,,Journal Tables 6 and 7
3-(Methylthio)propionic acid,CSCCC(=O)O,sec-RO2*,,,100000.00,,,,,7.00,,Journal Tables 6 and 7
Oleic acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,sec-RO2*,,,400000.00,,,,,1.00,,Journal Tables 6 and 7
Oleic acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,sec-RO2*,,,100000.00,,,,,7.00,,Journal Tables 6 and 7
Phenol,Oc1ccccc1,sec-RO2*,,,230000000.00,,,,,12.00,,Journal Tables 6 and 7
Phenoxide ion,[O-]c1ccccc1,sec-RO2*,,,9600000.00,,,,,11.00,,Journal Tables 6 and 7
Phenoxide ion,[O-]c1ccccc1,sec-RO2*,,,600000000.00,,,,,8.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,sec-RO2*,,,140000000.00,,,,,4.00,,Journal Tables 6 and 7
2-Propanol,CC(C)O,sec-RO2*,,,20000000.00,,,,,5.00,,Journal Tables 6 and 7
Pyridine,c1ccncc1,sec-RO2*,,,1700000000.00,,,,,8.00,,Journal Tables 6 and 7
"2,4,6-Trimethylphenoxide ion",Cc1cc(C)c([O-])c(C)c1,sec-RO2*,,,300000000.00,,,,,7.00,,Journal Tables 6 and 7
Trypsin,Not applicable (protein/enzyme),sec-RO2*,,,89000000.00,,,,,7.00,,Journal Tables 6 and 7
Tryptophan,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,sec-RO2*,,,85000000.00,,,,,7.00,,Journal Tables 6 and 7
Tryptophyltyrosine,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,sec-RO2*,,,10000.00,,,,,7.00,,Journal Tables 6 and 7
Tyrosine,N[C@@H](Cc1ccc(O)cc1)C(=O)O,sec-RO2*,,,160000000.00,,,,,12.00,,Journal Tables 6 and 7
"Tyrosine, negative ion",N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],sec-RO2*,,,110000000.00,,,,,13.00,,Journal Tables 6 and 7
"Xanthine, negative ion",O=c1[n-]c(=O)c2[nH]cnc2[nH]1,sec-RO2*,,,260000000.00,,,,,11.00,,Journal Tables 6 and 7
Bilirubin dianion,C=CC1=C(C)/C(=C/C2=C(C)C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(C)=C(/C=C4\NC(=O)C(C)=C4C=C)N3)N2)NC1=O,sec-RO2*,,,40000000.00,,,,,7.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,sec-RO2*,,,320000000.00,,,,,8.00,,Journal Tables 6 and 7
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,150000000.00,,,,,8.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,sec-RO2*,,,380000000.00,,,,,11.00,,Journal Tables 6 and 7
Bilirubin dianion,C=CC1=C(C)/C(=C/C2=C(C)C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(C)=C(/C=C4\NC(=O)C(C)=C4C=C)N3)N2)NC1=O,sec-RO2*,,,280000000.00,,,,,1.00,,Journal Tables 6 and 7
"Iron(III) deuteroporphyrin, dimethyl ester, (2-propanol)2",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3].CC(C)O.CC(C)O,sec-RO2*,,,500000000.00,,,,,7.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,sec-RO2*,,,770000000.00,,,,,5.00,,Journal Tables 6 and 7
Hydroquinone,Oc1ccc(O)cc1,sec-RO2*,,,120000000.00,,,,,1.00,,Journal Tables 6 and 7
Linolenic acid,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,sec-RO2*,,,950000000.00,,,,,7.00,,Journal Tables 6 and 7
4-Methoxyphenol,COc1ccc(O)cc1,sec-RO2*,,,130000000.00,,,,,8.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,sec-RO2*,,,63000000.00,,,,,8.00,,Journal Tables 6 and 7
"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-2-benzopyran-4-one",O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,sec-RO2*,,,15000000.00,,,,,11.00,,Journal Tables 6 and 7
Quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,sec-RO2*,,,35000000.00,,,,,1.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,sec-RO2*,,,17000000.00,,,,,6.00,,Journal Tables 6 and 7
Cysteamine,NCCS,sec-RO2*,,,50000.00,,,,,6.00,,Journal Tables 6 and 7
Dithiothreitol,OC(CS)C(O)CS,sec-RO2*,,,8000.00,,,,,6.00,,Journal Tables 6 and 7
Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,sec-RO2*,,,1000000.00,,,,,7.00,,Journal Tables 6 and 7
Cysteamine,NCCS,sec-RO2*,,,130000.00,,,,,7.00,,Journal Tables 6 and 7
Dithiothreitol,OC(CS)C(O)CS,sec-RO2*,,,50000.00,,,,,7.00,,Journal Tables 6 and 7
Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,sec-RO2*,,,40000.00,,,,,7.00,,Journal Tables 6 and 7
Dithiothreitol,OC(CS)C(O)CS,sec-RO2*,,,30000.00,,,,,7.00,,Journal Tables 6 and 7
Cysteamine,NCCS,sec-RO2*,,,50000.00,,,,,7.00,,Journal Tables 6 and 7
Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,sec-RO2*,,,40000.00,,,,,7.00,,Journal Tables 6 and 7
Dithiothreitol,OC(CS)C(O)CS,sec-RO2*,,,60000.00,,,,,7.00,,Journal Tables 6 and 7
Cysteamine,NCCS,sec-RO2*,,,80000.00,,,,,7.00,,Journal Tables 6 and 7
Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,sec-RO2*,,,9000000.00,,,,,7.00,,Journal Tables 6 and 7
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,RO2*,,,1400000.00,,,,,9.00,,Journal Tables 6 and 7
"Iron(III) deuteroporphyrin, dimethyl ester",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3],RO2*,,,10000000.00,,,,,0.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,RO2*,,,72000000.00,,,,,8.00,,Journal Tables 6 and 7
Nitrilotriacetatocobaltate(II) ion,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[Co+2],RO2*,,,95000000.00,,,,,5.00,,Journal Tables 6 and 7
Ethylenediaminetetraacetatocobaltate(II) ion,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Co+2],RO2*,,,2500000.00,,,,,5.00,,Journal Tables 6 and 7
Nitrilotriacetatomanganate(II) ion,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[Mn+2],RO2*,,,150000000.00,,,,,4.00,,Journal Tables 6 and 7
Ethylenediaminetetraacetatomanganate(II) ion,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Mn+2],RO2*,,,6500000.00,,,,,5.00,,Journal Tables 6 and 7
"Pentaamminenitrosylruthenium(III) ion, electron adduct",[NH3][Ru+2]([NH3])([NH3])([NH3])([NH3])N=O,RO2*,,,3000000000.00,,,,,7.00,,Journal Tables 6 and 7
Superoxide dismutase,Not applicable (protein/enzyme),RO2*,,,100000000.00,,,,,9.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,RO2*,,,1900000000.00,,,,,7.00,,Journal Tables 6 and 7
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,RO2*,,,60000000.00,,,,,11.00,,Journal Tables 6 and 7
Sulfite Ion,O=S([O-])[O-],RO2*,,,400000.00,,,,,8.00,,Journal Tables 6 and 7
Isobarbiturate ion,O=C1CNC(=O)[N-]C1=O,RO2*,,,39000000.00,,,,,13.00,,Journal Tables 6 and 7
Phenoxide ion,[O-]c1ccccc1,RO2*,,,15000000.00,,,,,12.00,,Journal Tables 6 and 7
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,RO2*,,,56000000.00,,,,,6.00,,Journal Tables 6 and 7
"Tyrosine, negative ion",N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],RO2*,,,30000000.00,,,,,12.00,,Journal Tables 6 and 7
Iron(III) deuteroporphyrin IX,CC1=C(CCC(=O)O)c2cc3nc(cc4[n-]c(cc4C)cc4[n-]c(cc1n2)cc4C)C(C)=C3CCC(=O)O.[Fe+3],RO2*,,,390000000.00,,,,,12.00,,Journal Tables 6 and 7
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,RO2*,,,1200000000.00,,,,,5.00,,Journal Tables 6 and 7
Hydroquinone,Oc1ccc(O)cc1,RO2*,,,79000000.00,,,,,7.00,,Journal Tables 6 and 7
"6-Hydroxy-2,5,7,8-tetramethylchroman-2-carboxylate ion",Cc1c(C)c(O)c2c(c1C)OC(C)(C(=O)[O-])CC2,RO2*,,,540000000.00,,,,,4.00,,Journal Tables 6 and 7
Linolenic acid,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,RO2*,,,6900000.00,,,,,12.00,,Journal Tables 6 and 7
4-Methoxyphenol,COc1ccc(O)cc1,RO2*,,,52000000.00,,,,,7.00,,Journal Tables 6 and 7
Phenol,Oc1ccccc1,RO2*,,,2000000.00,,,,,7.00,,Journal Tables 6 and 7
